user_id,full_name,job_title,company_name,email_address,phone_number,address,city,country,birth_date,registration_date,last_login_date,account_status,annual_revenue
1170,Jeffrey Weiss,Software Engineer,Peterson Group,michelle09@example.net,(471)408-0045x8724,"966 Padilla Crossroad Suite 830
Dannyville, OR 61416",ROME,canada,1963-03-27,2023-06-25,16/07/2024,Active ,595639.5
1171,Nicole King,Software Engineer,Rivera Technologies,denisehancock@example.com,935.936.7577,"5875 Jamie Cliff
West Jeanneshire, NV 79047",NEW YORK,united kingdom,1960-02-21,2025-09-20,2025-12-16,ACTIVE,557517.97
1172,Carrie Elliott,Sales Manager,,rjones@example.net,(680)861-9907,"747 Laura Summit Apt. 712
Kaylastad, MS 55970",cairo,United States,1980-02-24,2023-03-27,2023-07-05, Active,$399047
1173,Cheryl Burns,Operations Manager,Pacheco Group,robinsonmichael@example.org,(995)325-5876x7350,"83947 Adams Stream Suite 126
West Chelseaborough, TN 53569", São Paulo ,SINGAPORE,1988-06-18,2025-09-22,2025-11-22, Active ,352547.55
1174,Ricardo Gibbs,Financial Analyst,Young Holdings,cthompson@example.com,(544)239-0951x9566,"62105 Paul Centers Suite 870
Maryhaven, CT 12350", Copenhagen,ireland,1965-08-23,2024-10-07,2025-11-30,ACTIVE,313697.62
1175,Cassandra Foley,Software Engineer,Valdez Holdings,morganwatts@example.com,001-939-965-2729x5986,"5489 Thomas Falls
Lynchville, MD 38831", New York ,United Arab Emirates,1990-02-10,2024-11-07,2025-12-25,Inactive ,"193,343.71 USD"
1176,Jason Sparks,CTO,White Ltd.,qsmith@example.org,001-533-913-2689,"21368 Jones Parks Suite 129
New Josephstad, CA 95191",Rome ,Spain ,22-07-1984,2023-02-22,2023-11-01,ACTIVE,269285.5
1177,Richard Johnson,Sales Manager,Hogan Technologies,kennedyelizabeth@example.com,,"82933 Sampson Plains
Rosefort, CT 49595", New York, Norway,18 Mar 1991,2025-11-20,12/17/2025,Active,"100,200.68"
1178,Richard Taylor,Consultant,Lee Inc.,kevans@example.com,247.346.4550x72831,"Unit 5088 Box 0875
DPO AA 97498",MADRID, Brazil,1970-11-03,2024-10-28,2025-10-11,active,305945.5
1179,Lee Terry,CEO,Walls LLC,karen58@example.org,+1-605-680-1088x6797,"378 Bennett Village
Floydport, MS 43819", Berlin, Ireland,1967-06-30,2024-12-14,2025-07-22, Active,"164,059.79"
1180,Michelle Williams,Marketing Specialist,Robinson Ltd.,lisa74@example.net,001-463-337-9226,"0237 Clark Route
Sanchezmouth, AR 42854",Cairo,United Kingdom ,2002-11-05,2025-12-01,2025-12-30,Active ,151370.76
1181,Zachary Collins,Consultant,Wilson Group,alan04@example.com,(360)697-9629,"3660 Carpenter Rest Apt. 747
South Ryan, IL 80978",Berlin ,Saudi Arabia ,1977-03-30,2025-08-14,2025-09-27, Inactive,$371731
1182,Alyssa Herrera,Business Analyst,,alexandria48@example.net,+1-855-371-3198x444,"PSC 3952, Box 5747
APO AA 63857",BERLIN,Singapore ,1969-03-25,12/16/2023,2025-10-22, Suspended ,868394.69
1183,Debra Rivas,Financial Analyst,Gonzales Holdings,christopherwalker@example.com,977.556.1918x98755,"000 Lawrence Island
Michaelville, NV 30662",rome,saudi arabia,1974-03-27,2025-02-24,2025-07-18,Suspended,623323.94
1184,James Peterson,Business Analyst,Pierce Ltd.,antonio91@example.net,444.524.6271,"65335 Nancy Land
Edwardsshire, TN 71502",OSLO, Spain,1956-08-11,12/30/2025,2025-12-31,suspended,109168.69
1185,Kevin Blankenship,Operations Manager,Foster Consulting,williamcross@example.org,+1-960-587-8757x882,"09773 Mikayla Vista Suite 609
Sandovalfort, NY 43217",DUBLIN,ireland,2001-03-11,2023-05-13,2025-03-03,Inactive,163940.74
1186,Jason Sanchez,Accountant,Cherry Solutions,parkskelly@example.com,+1-407-429-6290x10793,"8254 Young Isle
Emilystad, NE 66020", Berlin ,Sweden ,1961-07-22,2024-04-22,2024-12-07,ACTIVE,$633199
1187,Jesse Oliver,Marketing Specialist,Ellis Consulting,james87@example.org,958-719-8708x840,"805 Judith Junction
Thomashaven, IL 81662", Copenhagen,France ,2001-12-16,01/21/2024,2024-05-19, Inactive ,164762.25
1188,Amy French,Data Analyst,Johnson Consulting,byang@example.com,430-369-6721,"702 Grimes Pike
Jeffreyshire, FM 73474", Mumbai, South Africa,1993-05-26,2023-01-04,02-10-2024,Active ,N/A
1189,Yvette Williams,Project Manager,Rodriguez Holdings,kylewalker@example.org,630.563.9085x8306,"Unit 6816 Box 7238
DPO AA 56280",Cairo , Brazil ,1972-02-02,2025-01-17,2025-12-31,ACTIVE,
1190,Deborah Serrano,Project Manager,Gutierrez Inc.,xwells@example.com,001-957-935-4105,"PSC 2504, Box 0258
APO AP 81090", Stockholm ,Spain ,1991-10-04,2025-08-01,2025-10-21,active,166401.51
1191,Emma Morton,Data Analyst,Kelley Consulting,fullerrhonda@example.com,472.635.7845x72080,"USS Mcguire
FPO AE 48977",são paulo, Norway,12-07-1958,"Aug 03, 2024",2024-12-31,Active ,352837.49
1192,Sheila Peterson,Sales Manager,Owens Group,bethany16@example.com,8813611556,"47500 Monica Inlet Suite 840
East Connie, AK 53734",Riyadh, Sweden ,1998-06-17,2025-09-06,2025-11-26,Inactive ,128821.39
1193,John Martinez,Sales Manager,Duncan Holdings,mcintoshpatrick@example.net,893-656-5803x6383,"5581 Johnson Stream
East Michael, WY 39401",MADRID,UNITED KINGDOM,1998-04-25,2023-11-09,12-11-2025, Suspended ,215139.65
1194,Bethany White,Marketing Manager,Contreras Technologies,joseph96@example.com,001-639-800-0453x980,"1409 Rodriguez Mill
New Bethanymouth, IL 10136",New York , South Africa ,07-01-1980,"Mar 13, 2025",2025-08-14, Active,409973.32
1195,Angela Stewart,Research Scientist,Smith Technologies,claytara@example.net,+1-313-403-8469,"16454 Cruz Drives Suite 731
Port Michael, MT 14657", Toronto ,EGYPT,1961-11-10,2024-12-14,2025-07-03, Inactive,107463.27
1196,Rodney Francis,Project Manager,Powell PLC,xfoster@example.org,001-995-379-4745x08098,"315 Davis Manors
West Geraldland, KS 33593",oslo,INDIA,1977-07-26,2025-03-17,2025-05-06,Inactive,446115.12
1197,Colin Mata,Marketing Specialist,Mosley Group,benjamin44@example.org,(726)644-5829x694,"78049 Poole Dale
New Jaimeside, AS 25710",Paris , United Arab Emirates,1977-05-24,2025-07-26,2025-09-06, Inactive,323273.35
1198,Larry Chambers,Sales Manager,Wheeler Ltd.,jill42@example.com,+1-560-774-1464x40261,"5561 Douglas Meadows
Port Christopher, ND 34033",NEW YORK,DENMARK,2001-08-18,2024-03-05,,INACTIVE,482503.27
1199,Joyce Garcia,Marketing Manager,Roy Ltd.,melvin09@example.net,(242)652-7505x688,"072 Jones Lock
East Kurt, UT 87527",London ,GERMANY,1964-08-28,2025-02-10,09/17/2025,Active,383363.88
1200,Alexandra White,Operations Manager,Montgomery Inc.,gmoreno@example.net,826.472.7332,"4695 Beverly Vista Suite 687
Goodwinshire, TX 20299", Mumbai ,singapore,2003-06-07,2023-08-29,07/02/2025,Suspended,851622.22
1201,Theresa Schmidt,Software Engineer,Roberts Solutions,kristinharris@example.com,(872)966-8490x536,"03161 Nancy Orchard
Carlsonmouth, IA 40138", Madrid ,IRELAND,1957-08-23,2024-05-16,2024-06-20, Active,357774.13
1202,Sheila Hernandez,Consultant,Clark Ltd.,jaimegarcia@example.com,+1-218-301-6648x02362,"895 Charles Knoll
Kimberlybury, OK 63943",dublin,Italy ,1982-04-16,2025-02-07,2025-03-25, Active,
1203,Melissa Hall,Business Analyst,Davis Inc., ZSANCHEZ@EXAMPLE.ORG ,691-806-6086x23650,"2247 Duane Junction
Lake Kimberlyberg, VI 56371",Berlin ,SAUDI ARABIA,2002-09-30,2023-09-03,01/01/2024,ACTIVE,357041.84
1204,Devon Avila,Accountant,Garcia PLC,matthewmoses@example.org,908-240-1579,"99752 Schmidt Manor
Brandonside, IL 55387",berlin,India,1982-09-09,2023-02-17,2025-10-27,Active,479408.64
1205,Randy Sawyer,Project Manager,Farmer Solutions,danielwilliams@example.org,430.287.1439x0390,"PSC 5626, Box 0702
APO AP 37796",berlin, Norway ,1979-10-03,2024-09-03,2025-06-23,Active ,339151.45
1206,Devon Olson,Data Scientist,Palmer Systems,patricia79@example.net,001-788-492-1327x381,"29725 Johnson Hill
New Gabriella, PR 39264", Dublin ,south africa,1979-08-08,2024-01-14,2025-03-05, Inactive ,337194.16
1207,Jason Gomez,CTO,Ware Systems,jimmy18@example.net,(845)594-7800x7924,"5550 Decker Junction
New Trevor, AZ 02285", Mumbai,SOUTH AFRICA,1998-06-23,2025-09-27,2025-10-06,INACTIVE,200507.28
1208,Laura Bryant,Marketing Manager,Porter LLC,ncosta@example.net,2316721135,"56964 Darrell Corner
Richardland, FM 81514",São Paulo, Australia ,1988-10-22,2024-02-29,29/06/2024,ACTIVE,206069.62
1209,Eric Obrien,Project Manager,Zhang Holdings,marksmith@example.com,(426)809-3164,"16140 James Avenue
South Christophermouth, DE 79414", Mumbai,netherlands,1994-07-13,2023-09-09,2023-10-20, Inactive,
1210,Christopher Sanchez,Software Engineer,Phillips Group, QMORSE@EXAMPLE.ORG ,519-795-0819x00567,"59517 Allen Falls Suite 130
Lake Jacob, NC 99735",Cairo,Sweden ,1974-01-25,13-03-2023,2023-09-03,ACTIVE,1115377.78
1211,Joseph Bishop,HR Manager,Gamble Solutions,sandersmark@example.com,9246923577,"057 Tyrone Fields Apt. 279
Bensonstad, GA 52112",London ,Egypt ,23/11/2003,2023-01-01,, Suspended ,137213.82
1212,Wanda Moore,Marketing Specialist,Stewart Systems,hacevedo@example.net,001-389-316-8317x151,"24845 Burch Mill Apt. 137
Lake Theodoreview, CO 75653",Riyadh ,norway,1999-04-21,2025-06-30,2025-08-05,ACTIVE,"$201,786.68"
1213,Jessica Gibson,Software Engineer,Smith Systems,umorales@example.com,908-257-0340x11761,"011 Shannon Place
Port Christopher, NC 83268",London,Spain,1996-03-18,2025-11-11,,Active,$198216
1214,Nancy Woods,COO,Miller PLC,anthonysanchez@example.com,496.856.4001x9154,"241 Robert Harbors Apt. 424
Port Davidfort, MD 38727",Amsterdam ,India ,1987-11-29,2023-10-02,2025-06-10,Active ,"$613,200.39"
1215,Kimberly Miller,COO,Bender Consulting,joshuamullins@example.org,,"59234 Myers Drive Apt. 746
Markbury, CT 57275",Rome, Italy ,1992-06-23,2025-05-14,2025-06-03,ACTIVE,266608.14
1216,Joseph Miller,Accountant,Nelson Solutions,albert05@example.net,211-937-1346x3107,"6018 Tracey Harbor Apt. 544
Torresfort, IA 31711",Singapore , France,24 Sep 1968,2025-07-23,2025-08-14,active,784984.66
1217,Maria Alvarado,Marketing Specialist,Walker Group,wwright@example.net,601.268.5253x1750,"0118 Howell Point
Adamstown, WA 81785",Cairo,Brazil ,1973-03-10,2024-01-30,2025-02-15,ACTIVE,204547.72
1218,Robert Graham,Data Scientist,Cunningham Holdings,jennifer50@example.net,(279)828-1847x266,"USNS Roberts
FPO AA 83790",SÃO PAULO,SPAIN,1960-04-09,2025-06-07,"Sep 13, 2025",ACTIVE,398433.51
1219,Gabrielle Moore,Operations Manager,Carlson LLC,austin62@example.net,389.908.8068x3112,"USNV Morrison
FPO AP 19967",Toronto ,Denmark,09-10-1993,2025-04-13,2025-05-17, Suspended,182637.22
1220,Diana Hill,Data Scientist,Gilmore Ltd.,johnmiller@example.com,(977)325-0385x6162,"USNV Davis
FPO AA 23368", Berlin ,Ireland ,1979-12-20,2024-04-07,13-01-2025,Suspended,1471222.71
1221,Guy Bradshaw,CTO,Erickson LLC,douglasstewart@example.com,674.421.4209,"4158 Jones Station
Douglaston, VI 87337",stockholm,india,"Oct 05, 1971",2023-09-10,2024-03-08, Inactive,142725.87
1222,Leslie Espinoza,Marketing Specialist,Knight Systems,jeremy09@example.com,(987)779-9364x273,"161 Brandy Corner
West Dale, TN 83946", Stockholm , South Africa ,1959-03-27,2024-12-15,2025-12-09,ACTIVE,407124.57
1223,Mitchell Chambers,Research Scientist,Rios Inc.,rodriguezthomas@example.org,(402)446-9484x123,"87385 Brown Trafficway
Jamieville, IA 63420",sydney,DENMARK,1956-03-17,2023-12-16,2024-11-06,INACTIVE,"USD 510,754.24"
1224,Joshua Johnson,Marketing Specialist,Rose Systems,anna78@example.org,292.513.1682x2608,"93178 Nelson Rapid Apt. 803
Littlemouth, FM 97550", Paris , Italy ,1995-01-08,2025-04-04,2025-12-05, Active ,437862.13
1225,Mike Flynn,Research Scientist,Stephens Ltd.,walkerjason@example.org,+1-249-746-2455x40770,"PSC 5588, Box 2348
APO AP 13754", Mumbai , Italy ,1988-04-25,2023-09-16,2024-02-10,Active,"287,879.89 USD"
1226,Jennifer Shaw,Consultant,, CONTRERASLISA@EXAMPLE.NET ,+1-738-950-2847x7982,"1564 Manuel Vista
East Julia, NV 02616",SYDNEY, United Arab Emirates ,1974-04-23,25-05-2024,,Suspended ,299277.2
1227,Cynthia Cook,IT Specialist,Butler Systems,qbrown@example.net,(533)211-9161x1955,"13403 Vasquez Club Suite 037
North Robert, AS 71077", Cairo,Spain ,1984-01-30,2024-08-10,2024-12-30,Active,337955.0
1228,Laurie Collins,Business Analyst,Koch Group,mitchellsamantha@example.net,(607)421-6247,"3255 Katrina Isle Apt. 990
Jenniferbury, MS 58324",Toronto,canada,1986-03-20,2025-04-12,2025-09-20,INACTIVE,295699.38
1229,Karen Sanders,HR Manager,Wilson Ltd.,olsenvalerie@example.net,001-309-857-8903x5508,"5657 Madison Mission Suite 420
Jorgestad, MH 11631",CAPE TOWN, Saudi Arabia,2003-05-05,2023-04-28,, Inactive ,$643524
1230,Erica Burns,Project Manager,Morse Solutions,robert40@example.net,(201)267-5993,"140 Rojas Plain Apt. 670
Port Jonathanview, NE 47601", Riyadh ,SAUDI ARABIA,1970-10-13,2025-11-07,2025-12-24,Active,1540112.62
1231,Tammy Diaz,Data Scientist,Scott Systems,smithpamela@example.org,5466454976,"2560 Holder Plaza Apt. 466
West Scott, AR 11400",SÃO PAULO,Netherlands ,2002-12-20,13-09-2023,11/02/2024,Suspended ,221849.78
1232,Kevin Elliott,Financial Analyst,Moreno Solutions,vmorrison@example.org,281-321-6525,"043 Matthew Brooks Suite 174
Lake Ryanview, NJ 63965",Cairo ,Brazil,1997-08-10,"Dec 30, 2025",2025-12-31, Active ,unknown
1233,Susan Russell,Marketing Manager,Arellano Ltd.,xhumphrey@example.org,+1-603-823-1976x7025,"4696 Diaz Row Apt. 441
East William, WI 09323", Toronto, Denmark,1998-02-06,2025-12-08,2025-12-16, Inactive,308107.05
1234,Eric Guerrero,Research Scientist,Chase Inc.,michellechen@example.com,001-647-292-9759x1448,"5846 Nicole Underpass Apt. 488
Castrofort, WV 32470",Sydney ,Denmark ,1979-01-25,2025-05-15,19/09/2025,suspended,1994285.77
1235,Kristen Henson,HR Manager,Wade PLC,qbarnes@example.net,937.380.5342x5191,"7676 Benson Locks Apt. 919
New Jakestad, GA 50380", Riyadh , Sweden,1996-09-19,2023-08-30,23 Jun 2024,active,186731.64
1236,Angel Durham,HR Manager,Martinez Consulting,danielgraham@example.net,808.956.7591x0563,"7771 Johnson Valley Suite 702
Wendytown, UT 11714", Cairo, United Kingdom,06-04-1973,2025-03-17,07/07/2025,Suspended,"1,032,384.53"
1237,Katie Rowe,Data Scientist,Estes Technologies,christine09@example.net,+1-685-775-2563x744,"766 John Junction Suite 205
New Rachelborough, WI 01793",são paulo,United Arab Emirates ,1989-03-25,2023-04-28,2024-04-27,Active ,1060647.97
1238,Emily Jefferson,Marketing Manager,Martin Inc.,oanderson@example.net,001-627-469-5887x089,"0366 Kristin Ferry Suite 644
Lake Rebecca, PA 37918",Dublin , Denmark,1965-04-03,2024-12-17,2025-12-22,Active,222456.81
1239,Tanya Cordova,CTO,Ward PLC,hornecarrie@example.com,465-637-7784,"9191 Lee Springs Suite 950
Langmouth, PA 23560",PARIS,Singapore,1972-06-29,2023-06-23,2024-12-16,active,488106.14
1240,Kevin Elliott,CEO,Garcia Ltd.,baileychloe@example.net,2793823070,"902 Stacey Neck Suite 326
Port Kimberly, RI 37385", Dublin ,denmark,"May 30, 1960",2024-05-27,2025-01-14, Active ,1024666.38
1241,Kenneth Smith,Consultant,Smith Ltd.,ochambers@example.com,+1-391-412-9464x031,"6595 Tiffany Shoal
North Lisa, GU 30711", Dubai,Australia,03/17/1983,2024-07-05,2024-10-25,active,251352.24
1242,Kyle Huff,Software Engineer,Bullock Inc.,haneycarrie@example.com,(469)642-3943x83754,"734 Brown Gardens Apt. 277
Lake Laura, NH 75927", Amsterdam ,Sweden ,1965-08-21,2025-01-05,2025-04-17, Active ,284217.12
1243,Melinda Miller,Sales Manager,Jones Holdings,michaelrush@example.com,(932)467-9924x483,"793 Valencia Common Apt. 867
New Tony, KS 65756",Riyadh, Italy,1994-04-05,2023-03-06,2024-01-29, Active,218124.95
1244,Leslie Jimenez,Research Scientist,Reyes Technologies,williamsandrew@example.com,001-529-369-6524x157,"04041 Steve Cove
East Brookeview, IA 90740",cairo,Ireland ,1967-10-20,2023-09-18,2024-08-16, Active,161082.23
1245,Jeffrey Burke,Product Manager,Brown Inc.,robertkim@example.org,396-235-5019x3531,"456 Bridges Wells Apt. 370
Lake Heidiland, TN 91341", Cairo , United States ,1978-03-23,2023-09-16,2024-02-23,INACTIVE,"$208,044.18"
1246,Amber Herring,Data Scientist,Bradley Holdings,steinshannon@example.com,,"010 Donna Highway Apt. 621
Port Erik, VA 89271", Singapore ,Saudi Arabia,1999-07-21,29 May 2025,2025-10-29,ACTIVE,139140.82
1247,Emily Rodriguez,CTO,Smith Solutions,perryjason@example.com,649-966-0251x43580,"45015 Sandra Station
New Sherrychester, AR 20306", Sydney,SPAIN,1979-03-29,"May 22, 2024",2024-10-26, Active,335661.48
1248,Frank Drake,Sales Manager,Burke Group,laurenpark@example.com,001-977-796-6054x85625,"24640 Garza Greens Suite 175
Nicholehaven, GA 65859",riyadh, Germany,15/09/1993,2024-05-21,2025-08-04, Inactive ,191189.19
1249,Jason Lopez,Project Manager,Rodriguez Ltd.,evansangela@example.org,(405)880-1975x5708,"0444 Rachel Harbors Apt. 942
Snydertown, NC 71124", Madrid , Germany ,1958-08-05,2024-01-22,19-09-2025,Active ,386022.19
1250,Adam Mccann,Data Scientist,Reed PLC,brownlori@example.org,686.326.8497x042,"2076 Scott Branch
South Amandaview, IN 56329",são paulo,netherlands,1973-04-06,2023-10-27,2025-01-06,active,110290.5
1251,Christopher French,Financial Analyst,Kennedy Solutions, CAITLINSANTOS@EXAMPLE.COM ,(861)205-4171x5007,"1800 Gaines Plaza Suite 284
Michaelchester, CT 69900", Madrid ,Norway,04 Apr 1986,2025-12-11,2025-12-21, Active ,413170.72
1252,Jessica Garrett,Software Engineer,Mccall Solutions,blloyd@example.com,221.492.2834x9143,"2597 James Village
Buckview, WY 90693",Rome, Denmark ,1958-04-16,2023-04-16,2024-02-22,Active ,587405.27
1253,Stuart Williams,Data Analyst,Warren Solutions,jacksonkaylee@example.com,001-294-347-6988,"6208 Robert Summit
Port Anitaton, FL 47382",Sydney ,UNITED KINGDOM,1979-09-05,2024-05-20,2025-04-13,Active ,81176.82
1254,Steven Scott,CEO,Barrett Holdings,hornnancy@example.org,001-306-737-0355x959,"1662 Liu Key Suite 360
Port Michael, VI 49746",Rome,Brazil,13-10-1980,2024-03-10,2024-12-28, Active,
1255,Bryan Hardy,HR Manager,Lopez Technologies,lisamontgomery@example.org,545-908-0694x09787,"PSC 8341, Box 0006
APO AA 42786", Berlin, Germany ,30-01-1982,2025-01-14,2025-07-05,Inactive,774031.84
1256,Ricardo Moran,Product Manager,Robertson Ltd., MELISSAFISCHER@EXAMPLE.NET ,200.946.0356,"9375 Justin Mountain Apt. 583
West Terryberg, NM 86333",mumbai,EGYPT,"Aug 01, 1981",2024-11-09,13 May 2025,Active,140540.54
1257,Amber Fox,Research Scientist,Johnson Group,xcoleman@example.org,900.750.1985,"808 White Inlet
South Ernestburgh, NY 43165",Toronto,Germany ,1994-01-17,2024-03-06,10/26/2025,ACTIVE,1056847.18
1258,Jennifer Arnold,Sales Manager,Wallace LLC,leroy20@example.com,001-628-951-5501x352,"875 Jennifer Crossing Apt. 918
Christophertown, MI 98629", Amsterdam ,UNITED ARAB EMIRATES,1960-02-29,2023-03-26,2024-11-16,SUSPENDED,439464.98
1259,Michelle Taylor,CEO,Roberts Systems,andrewreeves@example.org,940.845.1569x9332,"8994 Perez Mountain
North Ashley, FL 88894",AMSTERDAM, South Africa ,1973-09-26,2024-12-03,2025-05-07,Inactive,200083.83
1260,Matthew Short,Accountant,Rosales PLC,bennettbrett@example.com,,"125 Ashley Meadows Suite 943
Evanschester, MI 89366",cape town,Denmark,1989-08-07,2025-05-06,2025-09-24,inactive,315199.69
1261,Susan Alvarado,CEO,Miller LLC,rachel59@example.com,(568)315-0895x146,"3302 Alan Drives Apt. 338
North Doris, MS 01034", Singapore, Egypt ,1993-04-13,12 Jun 2025,2025-06-30,Suspended ,484478.74
1262,Jason Hill,Accountant,Nguyen Inc.,tylergreen@example.org,001-243-486-6684x70726,"896 Harris Parkway Apt. 537
New Brian, OH 69426",PARIS,Sweden ,2003-06-16,2023-12-08,, Active ,345657.53
1263,Joshua Caldwell,COO,Thomas PLC,nicolewilliams@example.com,2199982477,"10986 Richard Pines Apt. 816
Smithfurt, WI 52791",cairo, Canada,06/13/1997,2025-03-25,2025-12-04, Active ,"$477,886.81"
1264,Richard Avila,Sales Representative,Gordon Solutions,hutchinsonerik@example.net,2428528465,"792 Crystal Courts
Holdermouth, AL 28936",Rome , Netherlands,1961-09-01,2025-03-10,2025-10-02,Active,"$172,047.95"
1265,Jose Suarez,Consultant,Grant PLC,,+1-654-548-7890,"8672 Brown Courts Apt. 180
Warnerchester, ME 07855", Cairo , Egypt ,1971-04-25,2023-01-19,2025-12-05, Active,369000.24
1266,John Perkins,Marketing Manager,Bowman Group,treid@example.org,,"41557 Jimmy Street Suite 314
North Mary, TN 44832",Madrid,united kingdom,1974-08-16,03 Jul 2024,2024-11-02,Active ,121832.19
1267,Larry Cooke,Accountant,Taylor Ltd.,rwheeler@example.net,933-817-8273x059,"407 Espinoza Locks
Pennyville, MA 58463",london, Spain,1977-08-17,2024-07-22,06 Dec 2024, Suspended ,303198.13
1268,Ryan Pierce,Sales Representative,Sullivan LLC,mtaylor@example.net,001-778-856-5255x424,"299 Virginia Estates
Lake Robert, RI 36061",Copenhagen,norway,10/06/1957,2023-01-03,12/15/2024,Active,174079.03
1269,Lee Coffey,IT Specialist,Wade Systems,edwardskiara@example.org,582.573.8688,"986 Eric Rue
Rodneyhaven, WA 55717",São Paulo, Sweden ,1964-10-09,2024-06-24,"Nov 08, 2024",ACTIVE,195854.84
1270,Cassandra Shepherd,Accountant,Gutierrez Inc.,dbird@example.org,(665)474-8084x371,"50600 Edgar Meadow Suite 460
Joneston, OK 11456",Sydney, Italy,1955-12-08,2024-12-29,04/21/2025, Suspended ,778609.74
1271,Darrell Pena,Research Scientist,Harper Consulting,qmyers@example.net,645-443-0017x84627,"522 Ortega Plaza
Parksborough, AR 65915",ROME,BRAZIL,1993-07-16,2023-08-06,2025-08-15, Active ,"USD 703,566.08"
1272,Melissa Chambers,Sales Manager,Gonzalez PLC,jenkinsrandy@example.com,001-910-370-8611,"25006 Thompson Mount Suite 434
Kathrynchester, MA 18870",Mumbai,Ireland ,2000-08-03,"Oct 26, 2024",2025-03-13,ACTIVE,502020.73
1273,Chelsea Miller,CEO,Nunez Solutions,bruce53@example.com,974.711.6028x5953,"9204 Emily Islands Apt. 823
Port Michellefurt, KY 95991",toronto, Saudi Arabia ,1966-12-11,2025-01-24,2025-04-10, Active,152570.35
1274,Bryan Oliver,CEO,Kent Ltd.,courtneydavies@example.net,874.944.3329x4578,"047 Anderson Roads Suite 497
Port Miranda, WA 67339",sydney, Sweden ,1965-12-20,2024-01-22,2025-08-28, Active,262633.31
1275,Rachael Ballard,Business Analyst,Ayala Ltd.,hartalejandro@example.com,+1-410-509-9784x4298,"12826 Hunter Rapids Suite 024
North Matthewstad, NJ 74393", Paris ,CANADA,1983-09-14,2025-03-18,2025-06-23,Active,"766,176.92 USD"
1276,Brooke Hall,CTO,Davis Solutions,jeremy56@example.com,223-243-4407,"39594 Marcus Mission
Melodytown, WA 62443",Paris,UNITED STATES,1965-11-17,2023-07-25,2025-08-05,active,"USD 361,928.46"
1277,Sandra Guerrero,Data Scientist,Vazquez Inc.,moorefrank@example.net,712-664-2181,"893 Reid Motorway Apt. 705
South Anthonystad, SD 95073",London,france,1956-08-08,2023-08-14,2025-12-08, Active ,1661997.38
1278,Jeremy Smith,Software Engineer,Morales Ltd.,paulrobinson@example.com,(224)632-6572x0798,"8937 Simpson Isle
Lake Tara, ID 81807",CAPE TOWN,Norway ,1984-06-25,2023-01-28,2023-02-17,INACTIVE,431629.34
1279,Keith Chang,Marketing Specialist,Hamilton Ltd.,paultrujillo@example.net,454-841-9838x5792,"65159 Martin Haven
Phelpsside, MP 97623", Dubai,Australia ,2004-04-29,2025-09-10,12/17/2025, Active ,374907.42
1280,Jennifer Simon,Accountant,Rosario PLC,dawn33@example.org,879-331-3475,"176 Mccoy Divide Apt. 000
South Allison, ME 87390",Cape Town, Germany,1985-07-22,2023-04-25,2024-11-02, Active ,263977.32
1281,Matthew Garcia,CTO,Hart Systems,abrown@example.com,225-738-0631,"PSC 7693, Box 2879
APO AP 22490", Singapore,france,1990-05-13,2024-08-30,2024-10-22, Active ,359862.98
1282,Rita Juarez,Project Manager,,ymitchell@example.com,001-522-968-9753x11524,"5793 Lance Run
Johnview, AS 15579",COPENHAGEN,Sweden ,1984-09-19,2025-05-24,2025-08-31,Active,294569.76
1283,Phyllis Brennan,Marketing Manager,Cunningham Solutions,leslie96@example.org,+1-543-884-0927x7157,"705 Paula Drives
Christopherville, WY 04501", Berlin , Spain ,2001-07-28,2023-08-19,2025-01-04, Active,538033.48
1284,Carrie Oneill,Operations Manager,Davis Holdings,bchavez@example.com,(991)844-5661x966,"504 Joseph Alley
North Vanessafurt, SD 49264", Berlin,Denmark ,1972-05-23,"Jun 06, 2023",2025-02-26,Suspended,640299.7
1285,Rick Johnson,IT Specialist,Gray Inc.,steven66@example.com,001-773-229-7741x0506,"30946 David Squares
Fieldschester, MP 13303",Cairo,NORWAY,1996-09-03,2023-11-06,2024-05-07,active,"189,057.67"
1286,Joshua Reynolds,HR Manager,Sampson Ltd.,jeffrey73@example.org,234-828-9078x16293,"1066 Ray Center
South Melanie, NH 08061", Copenhagen ,Germany,1971-11-17,09/09/2024,2025-07-26,Active ,129073.45
1287,Wendy Harrison,Data Scientist,Brown Holdings,wilsondiane@example.net,+1-877-296-3199x4670,"612 Cassie Pass Apt. 087
Jennifermouth, PR 74318",Paris ,France ,1982-01-16,2024-06-27,2024-09-14,ACTIVE,90640.48
1288,Mary Williams,Marketing Specialist,,jonathanrobinson@example.com,+1-268-268-6274x823,"54759 Smith Valleys Apt. 367
Lake Diane, CA 43430",SINGAPORE,Italy,1974-05-03,18-05-2023,2023-09-11,ACTIVE,467705.42
1289,Chad Short,Operations Manager,Hubbard Ltd.,hillamanda@example.net,(846)749-1371,"231 Escobar Lodge Apt. 781
North Nicole, MP 80619",RIYADH, Singapore ,1958-09-12,2025-02-27,2025-08-27,Active ,"151,394.36 USD"
1290,Tanner Lyons,Financial Analyst,Rodriguez Consulting,fletcherpatrick@example.net,6046790464,"815 Cassidy Fork Suite 278
Port Jacquelineland, RI 90374", Dublin,SINGAPORE,1963-06-29,2024-11-13,23-01-2025,Active ,72618.62
